,fileName,baby,bird,car,clouds,dog,female,flower,male,night,people,portrait,river,sea,tree,classes
1896,train/images/im1897.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
1897,train/images/im1898.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"['river', 'tree']"
1899,train/images/im1900.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
1900,train/images/im1901.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1901,train/images/im1902.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1902,train/images/im1903.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
1903,train/images/im1904.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
1904,train/images/im1905.jpg,0,0,0,0,0,1,1,1,0,1,0,0,0,0,"['female', 'flower', 'male', 'people']"
1906,train/images/im1907.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
1907,train/images/im1908.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
1909,train/images/im1910.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
1910,train/images/im1911.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1912,train/images/im1913.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
1913,train/images/im1914.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1915,train/images/im1916.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1916,train/images/im1917.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1917,train/images/im1918.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1918,train/images/im1919.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
1923,train/images/im1924.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
1924,train/images/im1925.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1926,train/images/im1927.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
1927,train/images/im1928.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
1928,train/images/im1929.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
1930,train/images/im1931.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1931,train/images/im1932.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
1932,train/images/im1933.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1933,train/images/im1934.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
1935,train/images/im1936.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['male']
1944,train/images/im1945.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1946,train/images/im1947.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
1948,train/images/im1949.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
1949,train/images/im1950.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1950,train/images/im1951.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
1951,train/images/im1952.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1952,train/images/im1953.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
1953,train/images/im1954.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1954,train/images/im1955.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1958,train/images/im1959.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
1963,train/images/im1964.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
1968,train/images/im1969.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
1970,train/images/im1971.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
1972,train/images/im1973.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1977,train/images/im1978.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
1982,train/images/im1983.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
1983,train/images/im1984.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
1990,train/images/im1991.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
1991,train/images/im1992.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
1992,train/images/im1993.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
1993,train/images/im1994.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1994,train/images/im1995.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
1995,train/images/im1996.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
1996,train/images/im1997.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
1998,train/images/im1999.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2000,train/images/im2001.jpg,0,0,0,0,0,1,1,1,0,1,0,0,0,0,"['female', 'flower', 'male', 'people']"
2001,train/images/im2002.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2003,train/images/im2004.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2004,train/images/im2005.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2006,train/images/im2007.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2009,train/images/im2010.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2011,train/images/im2012.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2013,train/images/im2014.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2018,train/images/im2019.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2019,train/images/im2020.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2020,train/images/im2021.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
2022,train/images/im2023.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2023,train/images/im2024.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
2024,train/images/im2025.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2025,train/images/im2026.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2026,train/images/im2027.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2029,train/images/im2030.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2031,train/images/im2032.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2032,train/images/im2033.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2033,train/images/im2034.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2035,train/images/im2036.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2036,train/images/im2037.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2037,train/images/im2038.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2041,train/images/im2042.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2042,train/images/im2043.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2043,train/images/im2044.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"['clouds', 'female', 'people']"
2044,train/images/im2045.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2048,train/images/im2049.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['dog', 'female']"
2050,train/images/im2051.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2055,train/images/im2056.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2056,train/images/im2057.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2062,train/images/im2063.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2063,train/images/im2064.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
2064,train/images/im2065.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2066,train/images/im2067.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2069,train/images/im2070.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
2072,train/images/im2073.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2073,train/images/im2074.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2074,train/images/im2075.jpg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"['baby', 'people']"
2078,train/images/im2079.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2079,train/images/im2080.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2081,train/images/im2082.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2082,train/images/im2083.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2083,train/images/im2084.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2084,train/images/im2085.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2085,train/images/im2086.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2086,train/images/im2087.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2087,train/images/im2088.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2089,train/images/im2090.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2091,train/images/im2092.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2094,train/images/im2095.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2096,train/images/im2097.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2097,train/images/im2098.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2098,train/images/im2099.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2099,train/images/im2100.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2100,train/images/im2101.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2101,train/images/im2102.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2103,train/images/im2104.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2107,train/images/im2108.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2110,train/images/im2111.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2114,train/images/im2115.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2115,train/images/im2116.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2117,train/images/im2118.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2118,train/images/im2119.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2119,train/images/im2120.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2125,train/images/im2126.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2127,train/images/im2128.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2129,train/images/im2130.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2134,train/images/im2135.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2135,train/images/im2136.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2136,train/images/im2137.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2139,train/images/im2140.jpg,0,0,0,1,0,1,0,0,0,1,0,0,0,0,"['clouds', 'female', 'people']"
2142,train/images/im2143.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2143,train/images/im2144.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2144,train/images/im2145.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2146,train/images/im2147.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
2151,train/images/im2152.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2152,train/images/im2153.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2154,train/images/im2155.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2155,train/images/im2156.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2156,train/images/im2157.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2159,train/images/im2160.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2160,train/images/im2161.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2161,train/images/im2162.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2163,train/images/im2164.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2166,train/images/im2167.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2167,train/images/im2168.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2168,train/images/im2169.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
2169,train/images/im2170.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2170,train/images/im2171.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2171,train/images/im2172.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2173,train/images/im2174.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2174,train/images/im2175.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2176,train/images/im2177.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2177,train/images/im2178.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2178,train/images/im2179.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
2179,train/images/im2180.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2180,train/images/im2181.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2181,train/images/im2182.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"['female', 'people', 'sea']"
2186,train/images/im2187.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2190,train/images/im2191.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2192,train/images/im2193.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2194,train/images/im2195.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2195,train/images/im2196.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2196,train/images/im2197.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2197,train/images/im2198.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2198,train/images/im2199.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2199,train/images/im2200.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2202,train/images/im2203.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2203,train/images/im2204.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2206,train/images/im2207.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2208,train/images/im2209.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2209,train/images/im2210.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2210,train/images/im2211.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2214,train/images/im2215.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2215,train/images/im2216.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2219,train/images/im2220.jpg,0,0,0,0,0,1,1,0,0,1,0,0,0,0,"['female', 'flower', 'people']"
2220,train/images/im2221.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2222,train/images/im2223.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2223,train/images/im2224.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2224,train/images/im2225.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
2225,train/images/im2226.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2226,train/images/im2227.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2230,train/images/im2231.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2232,train/images/im2233.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2235,train/images/im2236.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2236,train/images/im2237.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2237,train/images/im2238.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2240,train/images/im2241.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2241,train/images/im2242.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2245,train/images/im2246.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
2246,train/images/im2247.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2248,train/images/im2249.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2252,train/images/im2253.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2253,train/images/im2254.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
2257,train/images/im2258.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2258,train/images/im2259.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2263,train/images/im2264.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
2265,train/images/im2266.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['female', 'male']"
2268,train/images/im2269.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2271,train/images/im2272.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2272,train/images/im2273.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2274,train/images/im2275.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,['female']
2275,train/images/im2276.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2282,train/images/im2283.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2284,train/images/im2285.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2288,train/images/im2289.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2289,train/images/im2290.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2290,train/images/im2291.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2291,train/images/im2292.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2292,train/images/im2293.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2296,train/images/im2297.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2297,train/images/im2298.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2298,train/images/im2299.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2299,train/images/im2300.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2301,train/images/im2302.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2306,train/images/im2307.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2307,train/images/im2308.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2308,train/images/im2309.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2312,train/images/im2313.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2313,train/images/im2314.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
2316,train/images/im2317.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"['flower', 'tree']"
2317,train/images/im2318.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2318,train/images/im2319.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2319,train/images/im2320.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2322,train/images/im2323.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2323,train/images/im2324.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2325,train/images/im2326.jpg,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"['car', 'female', 'tree']"
2327,train/images/im2328.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2328,train/images/im2329.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2329,train/images/im2330.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2330,train/images/im2331.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['clouds', 'people']"
2331,train/images/im2332.jpg,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"['dog', 'male', 'people']"
2332,train/images/im2333.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
2334,train/images/im2335.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2336,train/images/im2337.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2338,train/images/im2339.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2339,train/images/im2340.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
2340,train/images/im2341.jpg,0,0,0,0,1,0,0,1,0,1,1,0,0,0,"['dog', 'male', 'people', 'portrait']"
2342,train/images/im2343.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
2343,train/images/im2344.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2344,train/images/im2345.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,1,"['female', 'people', 'portrait', 'tree']"
2345,train/images/im2346.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
2346,train/images/im2347.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2347,train/images/im2348.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
2349,train/images/im2350.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2352,train/images/im2353.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2353,train/images/im2354.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2354,train/images/im2355.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2356,train/images/im2357.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
2357,train/images/im2358.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
2358,train/images/im2359.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2359,train/images/im2360.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2360,train/images/im2361.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2361,train/images/im2362.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2363,train/images/im2364.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2366,train/images/im2367.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2367,train/images/im2368.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
2368,train/images/im2369.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2369,train/images/im2370.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
2371,train/images/im2372.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2374,train/images/im2375.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
2375,train/images/im2376.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
2377,train/images/im2378.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2379,train/images/im2380.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
2380,train/images/im2381.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2381,train/images/im2382.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
2382,train/images/im2383.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
2383,train/images/im2384.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
